"Year","Component","Province","Normalization","Measure","Value","Total"
2016,"EI Payments less Receipts","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-1323.71513447048,-2834.93730999302
2016,"Corporate Income Taxes","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-538.081030355593,-2834.93730999302
2016,"Personal Income Taxes","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",43.5777859790628,-2834.93730999302
2016,"Other Factors","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-814.072070043197,-2834.93730999302
2016,"Non-Defense Purchases","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-353.226772261678,-2834.93730999302
2016,"OAS Benefits","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",-455.339102657855,-2834.93730999302
2016,"Equalization / Stabilization","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",434.800993038278,-2834.93730999302
2016,"GST and Excise Taxes","Newfoundland and Labrador","Per Capita ($)","Contribution to Adjusted Balance",11.3665296682825,-2834.93730999302
2016,"Child Benefits","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",-9.25717599338464,-32718.4396604845
2016,"CPP Net Contributions","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",2027.6002551004,-32718.4396604845
2016,"Defense Purchases","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",-706.116612966805,-32718.4396604845
2016,"EI Payments less Receipts","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",89.952911435167,-32718.4396604845
2016,"Corporate Income Taxes","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",416.104863980895,-32718.4396604845
2016,"Personal Income Taxes","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",1472.24794192657,-32718.4396604845
2016,"Other Factors","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",-33753.2978129499,-32718.4396604845
2016,"Non-Defense Purchases","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",-4155.62814203893,-32718.4396604845
2016,"OAS Benefits","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",709.78540619541,-32718.4396604845
2016,"Equalization / Stabilization","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",495.243812242472,-32718.4396604845
2016,"GST and Excise Taxes","Northwest Territories","Per Capita ($)","Contribution to Adjusted Balance",694.92489258357,-32718.4396604845
2016,"Child Benefits","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",14.0834967581782,-7585.55931076641
2016,"CPP Net Contributions","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-663.126450172549,-7585.55931076641
2016,"Defense Purchases","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-2139.65635383605,-7585.55931076641
2016,"EI Payments less Receipts","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-383.399049703822,-7585.55931076641
2016,"Corporate Income Taxes","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-488.428359325294,-7585.55931076641
2016,"Personal Income Taxes","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-811.493389890425,-7585.55931076641
2016,"Other Factors","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-314.793180443054,-7585.55931076641
2016,"Non-Defense Purchases","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-1063.40222617936,-7585.55931076641
2016,"OAS Benefits","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-285.005646575416,-7585.55931076641
2016,"Equalization / Stabilization","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-1369.43442999599,-7585.55931076641
2016,"GST and Excise Taxes","Nova Scotia","Per Capita ($)","Contribution to Adjusted Balance",-80.9037214026237,-7585.55931076641
2016,"Child Benefits","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-671.021143640605,-41031.0254064952
2016,"CPP Net Contributions","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",1284.69675042792,-41031.0254064952
2016,"Defense Purchases","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",304.703097429685,-41031.0254064952
2016,"EI Payments less Receipts","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",222.221023716142,-41031.0254064952
2016,"Corporate Income Taxes","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-636.973696912168,-41031.0254064952
2016,"Personal Income Taxes","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-481.359363412069,-41031.0254064952
2016,"Other Factors","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-39778.4376948786,-41031.0254064952
2016,"Non-Defense Purchases","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",-2941.54072582237,-41031.0254064952
2016,"OAS Benefits","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",1044.04918837525,-41031.0254064952
2016,"Equalization / Stabilization","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",495.243812242472,-41031.0254064952
2016,"GST and Excise Taxes","Nunavut","Per Capita ($)","Contribution to Adjusted Balance",127.39334597915,-41031.0254064952
2016,"Child Benefits","Ontario","Per Capita ($)","Contribution to Adjusted Balance",1.90774436338177,1031.30198677428
2016,"CPP Net Contributions","Ontario","Per Capita ($)","Contribution to Adjusted Balance",-48.5309558285165,1031.30198677428
2016,"Defense Purchases","Ontario","Per Capita ($)","Contribution to Adjusted Balance",-75.0066355048475,1031.30198677428
2016,"EI Payments less Receipts","Ontario","Per Capita ($)","Contribution to Adjusted Balance",142.965697516395,1031.30198677428
2016,"Corporate Income Taxes","Ontario","Per Capita ($)","Contribution to Adjusted Balance",138.186926774418,1031.30198677428
2016,"Personal Income Taxes","Ontario","Per Capita ($)","Contribution to Adjusted Balance",390.609928759887,1031.30198677428
2016,"Other Factors","Ontario","Per Capita ($)","Contribution to Adjusted Balance",245.272326065864,1031.30198677428
2016,"Non-Defense Purchases","Ontario","Per Capita ($)","Contribution to Adjusted Balance",-187.331045290249,1031.30198677428
2016,"OAS Benefits","Ontario","Per Capita ($)","Contribution to Adjusted Balance",61.1323829456426,1031.30198677428
2016,"Equalization / Stabilization","Ontario","Per Capita ($)","Contribution to Adjusted Balance",329.987243672239,1031.30198677428
2016,"GST and Excise Taxes","Ontario","Per Capita ($)","Contribution to Adjusted Balance",32.1083733000689,1031.30198677428
2016,"Child Benefits","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-18.8988733349136,-8234.10550759107
2016,"CPP Net Contributions","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-365.751895329045,-8234.10550759107
2016,"Defense Purchases","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",146.665602610608,-8234.10550759107
2016,"EI Payments less Receipts","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1034.14930981231,-8234.10550759107
2016,"Corporate Income Taxes","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-598.841164181866,-8234.10550759107
2016,"Personal Income Taxes","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1112.4576658414,-8234.10550759107
2016,"Other Factors","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1167.78230656744,-8234.10550759107
2016,"Non-Defense Purchases","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-1669.01597345075,-8234.10550759107
2016,"OAS Benefits","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-257.257833861979,-8234.10550759107
2016,"Equalization / Stabilization","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-2029.09805577051,-8234.10550759107
2016,"GST and Excise Taxes","Prince Edward Island","Per Capita ($)","Contribution to Adjusted Balance",-127.51803205147,-8234.10550759107
2016,"Child Benefits","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-10.9427980139509,-2104.1133393012
2016,"CPP Net Contributions","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-264.544089551263,-2104.1133393012
2016,"Defense Purchases","Quebec","Per Capita ($)","Contribution to Adjusted Balance",193.25817433733,-2104.1133393012
2016,"EI Payments less Receipts","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-54.9051560825859,-2104.1133393012
2016,"Corporate Income Taxes","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-248.36922282336,-2104.1133393012
2016,"Personal Income Taxes","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-1151.31903575803,-2104.1133393012
2016,"Other Factors","Quebec","Per Capita ($)","Contribution to Adjusted Balance",558.444546149864,-2104.1133393012
2016,"Non-Defense Purchases","Quebec","Per Capita ($)","Contribution to Adjusted Balance",34.7453270870647,-2104.1133393012
2016,"OAS Benefits","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-245.074508261149,-2104.1133393012
2016,"Equalization / Stabilization","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-694.162882425013,-2104.1133393012
2016,"GST and Excise Taxes","Quebec","Per Capita ($)","Contribution to Adjusted Balance",-221.243693960103,-2104.1133393012
2016,"Child Benefits","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",-134.691881385271,239.304056113102
2016,"CPP Net Contributions","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",226.394778708825,239.304056113102
2016,"Defense Purchases","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",337.721073767803,239.304056113102
2016,"EI Payments less Receipts","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",8.20137126024702,239.304056113102
2016,"Corporate Income Taxes","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",126.807363055573,239.304056113102
2016,"Personal Income Taxes","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",-69.6303709487224,239.304056113102
2016,"Other Factors","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",-1123.60221856129,239.304056113102
2016,"Non-Defense Purchases","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",225.09006583015,239.304056113102
2016,"OAS Benefits","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",122.587148841356,239.304056113102
2016,"Equalization / Stabilization","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",495.243812242472,239.304056113102
2016,"GST and Excise Taxes","Saskatchewan","Per Capita ($)","Contribution to Adjusted Balance",25.1829133019576,239.304056113102
2016,"Child Benefits","Yukon","Per Capita ($)","Contribution to Adjusted Balance",28.273219011748,-27412.770280946
2016,"CPP Net Contributions","Yukon","Per Capita ($)","Contribution to Adjusted Balance",936.462980226364,-27412.770280946
2016,"Defense Purchases","Yukon","Per Capita ($)","Contribution to Adjusted Balance",470.283737086097,-27412.770280946
2016,"EI Payments less Receipts","Yukon","Per Capita ($)","Contribution to Adjusted Balance",103.010372258327,-27412.770280946
2016,"Corporate Income Taxes","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-715.329084142351,-27412.770280946
2016,"Personal Income Taxes","Yukon","Per Capita ($)","Contribution to Adjusted Balance",180.573796765247,-27412.770280946
2016,"Other Factors","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-27518.6295767524,-27412.770280946
2016,"Non-Defense Purchases","Yukon","Per Capita ($)","Contribution to Adjusted Balance",-2066.83183405088,-27412.770280946
2016,"OAS Benefits","Yukon","Per Capita ($)","Contribution to Adjusted Balance",432.462090282465,-27412.770280946
2016,"Equalization / Stabilization","Yukon","Per Capita ($)","Contribution to Adjusted Balance",495.243812242472,-27412.770280946
2016,"GST and Excise Taxes","Yukon","Per Capita ($)","Contribution to Adjusted Balance",241.710206126856,-27412.770280946
2017,"Child Benefits","Alberta","Per Capita ($)","Contribution to Adjusted Balance",-12.6490443309683,4060.39585935704
2017,"CPP Net Contributions","Alberta","Per Capita ($)","Contribution to Adjusted Balance",716.559663296575,4060.39585935704
2017,"Defense Purchases","Alberta","Per Capita ($)","Contribution to Adjusted Balance",147.6848711739,4060.39585935704
2017,"EI Payments less Receipts","Alberta","Per Capita ($)","Contribution to Adjusted Balance",-66.7986879407147,4060.39585935704
2017,"Corporate Income Taxes","Alberta","Per Capita ($)","Contribution to Adjusted Balance",109.859608961108,4060.39585935704
2017,"Personal Income Taxes","Alberta","Per Capita ($)","Contribution to Adjusted Balance",1509.6279786102,4060.39585935704
2017,"Other Factors","Alberta","Per Capita ($)","Contribution to Adjusted Balance",-153.468862384341,4060.39585935704
2017,"Non-Defense Purchases","Alberta","Per Capita ($)","Contribution to Adjusted Balance",662.599010214885,4060.39585935704
2017,"OAS Benefits","Alberta","Per Capita ($)","Contribution to Adjusted Balance",403.907924425767,4060.39585935704
2017,"Equalization / Stabilization","Alberta","Per Capita ($)","Contribution to Adjusted Balance",501.789070400312,4060.39585935704
2017,"GST and Excise Taxes","Alberta","Per Capita ($)","Contribution to Adjusted Balance",241.284326930311,4060.39585935704
2017,"Child Benefits","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",98.5977809759426,1694.89911354641
2017,"CPP Net Contributions","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",118.327322863718,1694.89911354641
2017,"Defense Purchases","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",207.220867917412,1694.89911354641
2017,"EI Payments less Receipts","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",119.836255884879,1694.89911354641
2017,"Corporate Income Taxes","British Columbia","Per Capita ($)","Contribution to Adjusted Balance",79.2268507627357,1694.89911354641
